old_name,scene,frame,new_name,description,category,status
sub_19B40,Stage 4 to 5 transition,6840,,Checks player position against scroll target for cutscene advance,Stage,analyzed
sub_19B80,Stage 4 to 5 transition,6840,,Plays cutscene animation setting sprite states and flags,Stage,analyzed
sub_19BB0,Stage 4 to 5 transition,6840,,Handles player reaching target position in cutscene,Stage,analyzed
sub_12E0,Stage 5,7020,,Clears VDP background color registers to black,Gfx,analyzed
sub_218C,Stage 5,7020,,Returns sprite animation data pointer from entity structure,Sprite,analyzed
sub_2F66,Stage 5,7020,,Clears main object data buffer with zero fill,Sys,analyzed
sub_300C,Stage 5,7020,,Clears scroll position buffer for stage initialization,Sys,analyzed
sub_3104,Stage 5,7020,,Clears enemy entity buffer resetting all slots,Sys,analyzed
sub_311C,Stage 5,7020,,Clears sprite metasprite buffer for new stage,Sys,analyzed
sub_3134,Stage 5,7020,,Clears VDP command queue buffer for DMA operations,Sys,analyzed
sub_33A4,Stage 5,7020,,Initializes controller input state clearing button flags,Input,analyzed
sub_33FA,Stage 5,7020,,Reads secondary controller port processing button states,Input,analyzed
sub_411C,Stage 5,7020,,Sets stage-specific scroll offset value based on frame counter,Stage,analyzed
sub_CBBA,Stage 5,7020,,Updates automatic stage scrolling and checks for phase transition,Stage,analyzed
sub_1176A,Stage 5,7020,,Loads stage object spawn data from table pointer,Stage,analyzed
sub_11EEE,Stage 5,7020,,Loads stage 5 palette and first tileset via DMA,Stage,analyzed
sub_11F0E,Stage 5,7020,,Loads stage 5 palette and second tileset via DMA,Stage,analyzed
sub_17C1A,Stage 5,7020,,Updates weapon selection index and clears object buffer,UI,analyzed
sub_1B746,Stage 5,7020,,Clears boss entity data buffer with zero fill,Sys,analyzed
sub_2A8EE,Stage 5,7020,,Initializes enemy sprite graphics mode and animation pointer,Enemy,analyzed
sub_2DA3A,Stage 5,7020,,,Enemy,analyzed
sub_2DA8C,Stage 5,7020,,,Enemy,analyzed
sub_2DACE,Stage 5,7020,,,Enemy,analyzed
sub_2DB2E,Stage 5,7020,,,Enemy,analyzed
sub_2DB5C,Stage 5,7020,,,Enemy,analyzed
sub_2DBAE,Stage 5,7020,,,Enemy,analyzed
sub_2DBE0,Stage 5,7020,,,Enemy,analyzed
sub_2DC04,Stage 5,7020,,,Enemy,analyzed
sub_2DC62,Stage 5,7020,,,Enemy,analyzed
sub_2DC8C,Stage 5,7020,,,Enemy,analyzed
sub_2DD16,Stage 5,7020,,,Enemy,analyzed
sub_2DD2E,Stage 5,7020,,,Enemy,analyzed
sub_82824,Stage 5,7020,,,Sound,analyzed
sub_83562,Stage 5,7020,,,Sound,analyzed
sub_8357E,Stage 5,7020,,,Sound,analyzed
sub_8358A,Stage 5,7020,,,Sound,analyzed
sub_835A0,Stage 5,7020,,,Sound,analyzed
sub_8367E,Stage 5,7020,,,Sound,analyzed
sub_836A0,Stage 5,7020,,,Sound,analyzed
sub_83938,Stage 5,7020,,,Sound,analyzed
sub_83C04,Stage 5,7020,,,Sound,analyzed
sub_83C7C,Stage 5,7020,,,Sound,analyzed
sub_84ACA,Stage 5,7020,,,Sound,analyzed
sub_84AFA,Stage 5,7020,,,Sound,analyzed
sub_84B98,Stage 5,7020,,,Sound,analyzed
sub_84BEA,Stage 5,7020,,,Sound,analyzed
sub_84BF0,Stage 5,7020,,,Sound,analyzed
sub_CBD0,Madam Barbar boss,7200,,,Boss,analyzed
sub_2DEC8,Madam Barbar boss,7200,,,Enemy,analyzed
sub_2DEFE,Madam Barbar boss,7200,,,Enemy,analyzed
sub_348CC,Madam Barbar boss,7380,,,Anim,analyzed
sub_3A47C,Madam Barbar boss,7380,,,Boss,analyzed
sub_3A4FE,Madam Barbar boss,7380,,,Boss,analyzed
sub_3A51C,Madam Barbar boss,7380,,,Boss,analyzed
sub_3A604,Madam Barbar boss,7380,,,Boss,analyzed
sub_3A9F2,Madam Barbar boss,7380,,,Boss,analyzed
sub_3AA86,Madam Barbar boss,7380,,,Boss,analyzed
sub_3AAF2,Madam Barbar boss,7380,,,Boss,analyzed
sub_3AB16,Madam Barbar boss,7380,,,Boss,analyzed
sub_3AB20,Madam Barbar boss,7380,,,Boss,analyzed
sub_3AB64,Madam Barbar boss,7380,,,Boss,analyzed
sub_3ABE4,Madam Barbar boss,7380,,,Boss,analyzed
sub_3AD8E,Madam Barbar boss,7380,,,Boss,analyzed
sub_3ADA4,Madam Barbar boss,7380,,,Boss,analyzed
sub_164FC,Madam Barbar boss,7560,,,Player,analyzed
sub_1674A,Madam Barbar boss,7560,,,Player,analyzed
sub_3A66A,Madam Barbar boss,7740,,,Boss,analyzed
sub_3B01E,Madam Barbar boss,7740,,,Boss,analyzed
sub_3C20,Madam Barbar boss,7920,,,Gfx,analyzed
sub_3C26,Madam Barbar boss,7920,,,Gfx,analyzed
sub_122A0,Madam Barbar boss,7920,,,Sys,analyzed
sub_170BA,Madam Barbar boss,7920,,,Player,analyzed
sub_1B8B8,Madam Barbar boss,7920,,,Input,analyzed
sub_3A79C,Madam Barbar boss,7920,,,Boss,analyzed
sub_3ADB0,Madam Barbar boss,7920,,,Boss,analyzed
sub_3AE36,Madam Barbar boss,7920,,,Projectile,analyzed
sub_144EA,Madam Barbar boss,8100,,,Physics,analyzed
sub_14534,Madam Barbar boss,8100,,,Physics,analyzed
sub_3B014,Madam Barbar boss,8100,,,Boss,analyzed
sub_82328,Madam Barbar boss,8100,,,Sound,analyzed
sub_823D6,Madam Barbar boss,8100,,,Sound,analyzed
sub_834FC,Madam Barbar boss,8100,,,Sound,analyzed
sub_CC06,Madam Barbar boss,8280,,,Stage,analyzed
sub_3AB82,Madam Barbar boss,8280,,,Boss,analyzed
sub_3A6F6,Madam Barbar boss,8640,,,Boss,analyzed
sub_1497C,Madam Barbar boss,8820,,,Player,analyzed
sub_EDC,Stage 6,9000,,,Gfx,analyzed
sub_3462,Stage 6,9000,,,Input,analyzed
sub_348C,Stage 6,9000,,,Input,analyzed
sub_3954,Stage 6,9000,,,UI,analyzed
sub_4316,Stage 6,9000,,,Effect,analyzed
sub_CC20,Stage 6,9000,,,Stage,analyzed
sub_CC3C,Stage 6,9000,,,Stage,analyzed
sub_11F32,Stage 6,9000,,,Stage,analyzed
sub_133D4,Stage 6,9000,,,UI,analyzed
sub_1468A,Stage 6,9000,,,Physics,analyzed
sub_16CD8,Stage 6,9000,,,Physics,analyzed
sub_16D60,Stage 6,9000,,,Player,analyzed
sub_16DF6,Stage 6,9000,,,Player,analyzed
sub_23CBA,Stage 6,9000,,,Sys,analyzed
sub_2A8BA,Stage 6,9000,,,Sprite,analyzed
sub_2BEBC,Stage 6,9000,,,Projectile,analyzed
sub_2BFC0,Stage 6,9000,,,Enemy,analyzed
sub_2BFD0,Stage 6,9000,,,Enemy,analyzed
sub_2BFFE,Stage 6,9000,,,Physics,analyzed
sub_2CA1A,Stage 6,9000,,,Boss,analyzed
sub_CC4E,Joker boss,9180,,,Stage,analyzed
sub_2B80C,Joker boss,9180,,,Boss,analyzed
sub_2B88A,Joker boss,9180,,,Projectile,analyzed
sub_2C008,Joker boss,9180,,,Projectile,analyzed
sub_2C01A,Joker boss,9180,,,Projectile,analyzed
sub_2C058,Joker boss,9180,,,Projectile,analyzed
sub_2C07A,Joker boss,9180,,,Enemy,analyzed
sub_2C08C,Joker boss,9180,,,Enemy,analyzed
sub_2C0BC,Joker boss,9180,,,Enemy,analyzed
sub_2CDA8,Joker boss,9180,,,Boss,analyzed
sub_3B29E,Joker boss,9360,,,Boss,analyzed
sub_3B30E,Joker boss,9360,,,Boss,analyzed
sub_3B330,Joker boss,9360,,,Boss,analyzed
sub_3B722,Joker boss,9360,,,Boss,analyzed
sub_3B748,Joker boss,9360,,,Boss,analyzed
sub_3B7E0,Joker boss,9360,,,Boss,analyzed
sub_3B7FA,Joker boss,9360,,,Boss,analyzed
sub_3B808,Joker boss,9360,,,Boss,analyzed
sub_3BA1A,Joker boss,9360,,,Boss,analyzed
sub_3BCB4,Joker boss,9360,,,Boss,analyzed
sub_3BDF4,Joker boss,9360,,,Boss,analyzed
sub_29EDE,Joker boss,9540,,,Sys,analyzed
sub_3B84E,Joker boss,9540,,,Boss,analyzed
sub_3BC8E,Joker boss,9540,,,Boss,analyzed
sub_3B40A,Joker boss,9720,,,Boss,analyzed
sub_3B420,Joker boss,9720,,,Boss,analyzed
sub_3B434,Joker boss,9720,,,Boss,analyzed
sub_CC84,Joker boss,10080,,,Stage,analyzed
sub_13C50,Joker boss,10080,,,Collision,analyzed
sub_14648,Joker boss,10080,,,Physics,analyzed
sub_16CC8,Joker boss,10080,,,Physics,analyzed
sub_3B69A,Joker boss,10080,,,Boss,analyzed
sub_3BE16,Joker boss,10080,,,Boss,analyzed
sub_3BE84,Joker boss,10080,,,Projectile,analyzed
sub_8289A,Joker boss,10080,,,Sound,analyzed
sub_2A3E6,Joker boss,10260,,,Effect,analyzed
sub_2A85E,Joker boss,10260,,,Effect,analyzed
sub_2A8A2,Joker boss,10260,,,Projectile,analyzed
sub_3B4D8,Joker boss,10260,,,Boss,analyzed
sub_3B56A,Joker boss,10260,,,Boss,analyzed
sub_3B5A0,Joker boss,10260,,,Boss,analyzed
sub_3B602,Joker boss,10260,,,Boss,analyzed
sub_3B89E,Joker boss,10260,,,Boss,analyzed
sub_3B8BE,Joker boss,10260,,,Boss,analyzed
sub_3B52E,Joker boss,10440,,,Boss,analyzed
sub_3B5D4,Joker boss,10440,,,Boss,analyzed
sub_3B68E,Joker boss,10440,,,Gfx,analyzed
sub_83932,Joker boss,10440,,,Sound,analyzed
sub_CC96,Joker boss,10620,,,Stage,analyzed
sub_3B5E8,Joker boss,10620,,,Boss,analyzed
sub_CCA2,Stage 7,10800,,,Stage,analyzed
sub_CCC8,Stage 7,10800,,,Stage,analyzed
sub_11F56,Stage 7,10800,,,Stage,analyzed
sub_32EE0,Stage 7,10800,,,Enemy,analyzed
sub_32F32,Stage 7,10800,,,Enemy,analyzed
sub_32F60,Stage 7,10800,,,Enemy,analyzed
sub_32F84,Stage 7,10800,,,Enemy,analyzed
sub_32FF4,Stage 7,10800,,,Enemy,analyzed
sub_33016,Stage 7,10800,,,Enemy,analyzed
sub_3305A,Stage 7,10800,,,Enemy,analyzed
sub_33082,Stage 7,10800,,,Enemy,analyzed
sub_CD0A,ST-210-Terobuster boss,10980,,,Stage,analyzed
sub_D5BC,ST-210-Terobuster boss,10980,,,Stage,analyzed
sub_D5C8,ST-210-Terobuster boss,10980,,,Stage,analyzed
sub_D624,ST-210-Terobuster boss,10980,,,Projectile,analyzed
sub_D654,ST-210-Terobuster boss,10980,,,Stage,analyzed
sub_33004,ST-210-Terobuster boss,10980,,,Enemy,analyzed
sub_CD90,ST-210-Terobuster boss,11340,,,Stage,analyzed
sub_38518,ST-210-Terobuster boss,11340,,,Boss,analyzed
sub_385A4,ST-210-Terobuster boss,11340,,,Boss,analyzed
sub_385CA,ST-210-Terobuster boss,11340,,,Boss,analyzed
sub_389A2,ST-210-Terobuster boss,11340,,,Boss,analyzed
sub_389CA,ST-210-Terobuster boss,11340,,,Boss,analyzed
sub_389DC,ST-210-Terobuster boss,11340,,,Boss,analyzed
sub_393BE,ST-210-Terobuster boss,11340,,,Boss,analyzed
sub_38CF4,ST-210-Terobuster boss,11520,,,Boss,analyzed
sub_38D1C,ST-210-Terobuster boss,11520,,,Boss,analyzed
sub_38D4C,ST-210-Terobuster boss,11520,,,Boss,analyzed
sub_38DC4,ST-210-Terobuster boss,11520,,,Boss,analyzed
sub_38E08,ST-210-Terobuster boss,11520,,,Boss,analyzed
sub_391CC,ST-210-Terobuster boss,11520,,,Boss,analyzed
sub_3923E,ST-210-Terobuster boss,11520,,,Boss,analyzed
sub_392B0,ST-210-Terobuster boss,11520,,,Boss,analyzed
sub_392C6,ST-210-Terobuster boss,11520,,,Boss,analyzed
sub_B3F0,ST-210-Terobuster boss,11700,,,Gfx,analyzed
sub_38A8C,ST-210-Terobuster boss,11700,,,Boss,analyzed
sub_38AB0,ST-210-Terobuster boss,11700,,,Boss,analyzed
sub_19244,ST-210-Terobuster boss,11880,,,System,analyzed
sub_386EE,ST-210-Terobuster boss,11880,,,Boss,analyzed
sub_14AF8,ST-210-Terobuster boss,12060,,,Physics,analyzed
sub_14BBC,ST-210-Terobuster boss,12060,,,Physics,analyzed
sub_38ACC,ST-210-Terobuster boss,12060,,,Boss,analyzed
sub_38B5C,ST-210-Terobuster boss,12060,,,Boss,analyzed
sub_38BA6,ST-210-Terobuster boss,12060,,,Boss,analyzed
sub_38BC0,ST-210-Terobuster boss,12060,,,Boss,analyzed
sub_390F0,ST-210-Terobuster boss,12060,,,Boss,analyzed
sub_38C66,ST-210-Terobuster boss,12240,,,Boss,analyzed
sub_38CBE,ST-210-Terobuster boss,12240,,,Boss,analyzed
sub_38CD2,ST-210-Terobuster boss,12240,,,Boss,analyzed
sub_CDBC,ST-210-Terobuster boss,12420,,,Stage,analyzed
sub_CDE2,Stage 7 to 8 transition,12600,,,Stage,analyzed
sub_19A90,Stage 7 to 8 transition,12780,,,Cutscene,analyzed
sub_3084,Train start (Stage 8),12960,,,Gfx,analyzed
sub_32CC,Train start (Stage 8),12960,,,Gfx,analyzed
sub_3E5A,Train start (Stage 8),12960,,,Gfx,analyzed
sub_4132,Train start (Stage 8),12960,,,Scroll,analyzed
sub_4336,Train start (Stage 8),12960,,,Gfx,analyzed
sub_CE58,Train start (Stage 8),12960,,,Stage,analyzed
sub_CEBC,Train start (Stage 8),12960,,,Stage,analyzed
sub_CEFA,Train start (Stage 8),12960,,,Stage,analyzed
sub_D766,Train start (Stage 8),12960,,,Effect,analyzed
sub_10286,Train start (Stage 8),12960,,,Scroll,analyzed
sub_11F7E,Train start (Stage 8),12960,,,Stage,analyzed
sub_2EFC8,Train start (Stage 8),12960,,,Entity,analyzed
sub_2EFEA,Train start (Stage 8),12960,,,Entity,analyzed
sub_2EF32,Train end (Stage 8),13140,,,Entity,analyzed
sub_2EF4E,Train end (Stage 8),13140,,,Entity,analyzed
sub_2EF7E,Train end (Stage 8),13140,,,Entity,analyzed
sub_2EFBA,Train end (Stage 8),13140,,,Entity,analyzed
sub_2F01A,Train end (Stage 8),13140,,,Entity,analyzed
sub_2F032,Train end (Stage 8),13140,,,Entity,analyzed
sub_2F06E,Train end (Stage 8),13140,,,Entity,analyzed
sub_CE2E,Flying-Neo boss,13500,,,Stage,analyzed
sub_CF6A,Flying-Neo boss,13500,,,Stage,analyzed
sub_102AE,Flying-Neo boss,13500,,,Scroll,analyzed
sub_19C5E,Flying-Neo boss,13500,,,Player,analyzed
sub_19D82,Flying-Neo boss,13500,,,Player,analyzed
sub_CF9A,Flying-Neo boss,13680,,,Stage,analyzed
sub_CFDE,Flying-Neo boss,13680,,,Stage,analyzed
sub_D6D6,Flying-Neo boss,13680,,,Stage,analyzed
sub_D714,Flying-Neo boss,13680,,,Stage,analyzed
sub_D73E,Flying-Neo boss,13680,,,Entity,analyzed
sub_102B8,Flying-Neo boss,13680,,,Scroll,analyzed
sub_1676E,Flying-Neo boss,13680,,,Player,analyzed
sub_162C,Flying-Neo boss,13860,,,VBlank,analyzed
sub_CFC2,Flying-Neo boss,13860,,,Stage,analyzed
sub_D01E,Flying-Neo boss,13860,,,Stage,analyzed
sub_D0AC,Flying-Neo boss,13860,,,Stage,analyzed
sub_D75A,Flying-Neo boss,13860,,,Stage,analyzed
sub_19CA6,Flying-Neo boss,13860,,,Cutscene,analyzed
sub_29ED0,Flying-Neo boss,13860,,,System,analyzed
sub_3BFF6,Flying-Neo boss,13860,,,Boss,analyzed
sub_3C0D0,Flying-Neo boss,13860,,,Boss,analyzed
sub_3C110,Flying-Neo boss,13860,,,Boss,analyzed
sub_3C156,Flying-Neo boss,13860,,,Boss,analyzed
sub_3C168,Flying-Neo boss,13860,,,Boss,analyzed
sub_3C29C,Flying-Neo boss,13860,,,Boss,analyzed
sub_3C9F0,Flying-Neo boss,13860,,,Boss,analyzed
sub_3CB98,Flying-Neo boss,13860,,,Boss,analyzed
sub_343D6,Flying-Neo boss,14040,,,Sprite,analyzed
sub_3C2C0,Flying-Neo boss,14040,,,Boss,analyzed
sub_3C688,Flying-Neo boss,14040,,,Boss,analyzed
sub_3CA3C,Flying-Neo boss,14040,,,Boss,analyzed
sub_3CDAE,Flying-Neo boss,14040,,,Boss,analyzed
sub_3CE14,Flying-Neo boss,14040,,,Boss,analyzed
sub_3CECA,Flying-Neo boss,14040,,,Boss,analyzed
sub_3CF0A,Flying-Neo boss,14040,,,Boss,analyzed
sub_3CFE8,Flying-Neo boss,14040,,,Boss,analyzed
sub_3C55C,Flying-Neo boss,14220,,,Boss,analyzed
sub_3C592,Flying-Neo boss,14220,,,Boss,analyzed
sub_3C5BC,Flying-Neo boss,14220,,,Boss,analyzed
sub_3C660,Flying-Neo boss,14220,,,Boss,analyzed
sub_3C9E0,Flying-Neo boss,14220,,,Boss,analyzed
sub_3FB6,Flying-Neo boss,14400,,,Gfx,analyzed
sub_3C2E4,Flying-Neo boss,14400,,,Boss,analyzed
sub_3C31C,Flying-Neo boss,14400,,,Boss,analyzed
sub_3C36A,Flying-Neo boss,14400,,,Boss,analyzed
sub_3C390,Flying-Neo boss,14400,,,Boss,analyzed
sub_3C3AE,Flying-Neo boss,14400,,,Boss,analyzed
sub_3C3E2,Flying-Neo boss,14400,,,Boss,analyzed
sub_3C428,Flying-Neo boss,14400,,,Boss,analyzed
sub_3CB40,Flying-Neo boss,14400,,,Boss,analyzed
sub_3CC56,Flying-Neo boss,14400,,,Boss,analyzed
sub_D08E,Flying-Neo boss,14580,,,Stage,analyzed
sub_3C4CA,Flying-Neo boss,14580,,,Boss,analyzed
sub_147E,Flies (Stage 9),14940,,,VBlank,analyzed
sub_D0B4,Flies (Stage 9),14940,,,Stage,analyzed
sub_D140,Flies (Stage 9),14940,,,Stage,analyzed
sub_D166,Flies (Stage 9),14940,,,Stage,analyzed
sub_D538,Flies (Stage 9),14940,,,Stage,analyzed
sub_11FA2,Flies (Stage 9),14940,,,Stage,analyzed
sub_29EBA,Flies (Stage 9),14940,,,System,analyzed
sub_2D66C,Flies (Stage 9),14940,,,Enemy,analyzed
sub_2D69C,Flies (Stage 9),14940,,,Enemy,analyzed
sub_2D6B2,Flies (Stage 9),14940,,,Enemy,analyzed
sub_2D8E8,Flies (Stage 9),14940,,,Enemy,analyzed
sub_2D8FC,Flies (Stage 9),14940,,,Enemy,analyzed
sub_2D91A,Flies (Stage 9),14940,,,Enemy,analyzed
sub_2D92A,Flies (Stage 9),14940,,,Enemy,analyzed
sub_2D954,Flies (Stage 9),14940,,,Enemy,analyzed
sub_D1FE,Flies (Stage 9),15300,,,Stage,analyzed
sub_D1DA,Caterpillar ship above train (Stage 9 ),15480,,,Stage,analyzed
sub_D286,Caterpillar ship above train (Stage 9 ),15480,,,Stage,analyzed
sub_D2B6,Caterpillar ship above train (Stage 9 ),15480,,,Stage,analyzed
sub_D4BE,Caterpillar ship above train (Stage 9 ),15480,,,Stage,analyzed
sub_3D0AE,Caterpillar ship above train (Stage 9 ),15480,,,Boss,analyzed
sub_3D0C2,Caterpillar ship above train (Stage 9 ),15480,,,Boss,analyzed
sub_3D15A,Caterpillar ship above train (Stage 9 ),15480,,,Boss,analyzed
sub_3D16C,Caterpillar ship above train (Stage 9 ),15480,,,Boss,analyzed
sub_3D450,Caterpillar ship above train (Stage 9 ),15480,,,Boss,analyzed
sub_3D0CA,Caterpillar ship above train (Stage 9 ),15660,,,Boss,analyzed
sub_3D412,Caterpillar ship above train (Stage 9 ),15840,,,Boss,analyzed
sub_3D1F4,Caterpillar ship above train (Stage 9 ),16020,,,Boss,analyzed
sub_3D2F8,Caterpillar ship above train (Stage 9 ),16020,,,Boss,analyzed
sub_3D38A,Caterpillar ship above train (Stage 9 ),16020,,,Boss,analyzed
sub_3D4AC,Caterpillar ship above train (Stage 9 ),16020,,,Boss,analyzed
sub_3D4B6,Caterpillar ship above train (Stage 9 ),16020,,,Boss,analyzed
sub_3D562,Caterpillar ship above train (Stage 9 ),16020,,,Boss,analyzed
sub_3D630,Caterpillar ship above train (Stage 9 ),16020,,,Boss,analyzed
sub_3D654,Caterpillar ship above train (Stage 9 ),16020,,,Boss,analyzed
sub_3D78C,Caterpillar ship above train (Stage 9 ),16020,,,Boss,analyzed
sub_145F4,Caterpillar ship above train (Stage 9 ),16200,,,Physics,analyzed
sub_2A418,Caterpillar ship above train (Stage 9 ),16200,,,Boss,analyzed
sub_18846,Caterpillar ship above train (Stage 9 ),17100,,,Effect,analyzed
sub_188EE,Caterpillar ship above train (Stage 9 ),17100,,,Enemy,analyzed
sub_2C0DE,Caterpillar ship above train (Stage 9 ),17280,,,Enemy,analyzed
sub_3D6DA,Caterpillar ship above train (Stage 9 ),17280,,,Boss,analyzed
sub_3D726,Caterpillar ship above train (Stage 9 ),17280,,,Boss,analyzed
sub_2F08C,Xi-Tiger start,17640,,,Entity,analyzed
sub_2F0A8,Xi-Tiger start,17640,,,Entity,analyzed
sub_2F0BC,Xi-Tiger start,17640,,,Entity,analyzed
sub_2F0F6,Xi-Tiger start,17640,,,Entity,analyzed
sub_14B6,Xi-Tiger cutscene,18000,,,VBlank,analyzed
sub_1E996,Xi-Tiger cutscene,18000,,,Cutscene,analyzed
sub_1EB66,Xi-Tiger cutscene,18000,,,Cutscene,analyzed
sub_1EB9E,Xi-Tiger cutscene,18000,,,Cutscene,analyzed
sub_1EBB6,Xi-Tiger cutscene,18000,,,Cutscene,analyzed
sub_1ED38,Xi-Tiger cutscene,18000,,,Cutscene,analyzed
sub_1ED3C,Xi-Tiger cutscene,18000,,,Cutscene,analyzed
sub_1ED62,Xi-Tiger cutscene,18000,,,Cutscene,analyzed
sub_1ED7C,Xi-Tiger cutscene,18000,,,Cutscene,analyzed
sub_260A2,Xi-Tiger cutscene,18000,,,Gfx,analyzed
sub_260CE,Xi-Tiger cutscene,18000,,,Gfx,analyzed
sub_29E58,Xi-Tiger cutscene,18000,,,System,analyzed
sub_1EC20,Xi-Tiger cutscene,18180,,,Cutscene,analyzed
sub_2DCA,Xi-Tiger cutscene,18360,,,System,analyzed
sub_30D4,Xi-Tiger cutscene,18360,,,Gfx,analyzed
sub_10ADC,Xi-Tiger cutscene,18360,,,Scroll,analyzed
sub_10AEC,Xi-Tiger cutscene,18360,,,Scroll,analyzed
sub_1EC34,Xi-Tiger cutscene,18360,,,Cutscene,analyzed
sub_D422,Xi-Tiger boss fight,18720,,,Stage,analyzed
sub_D468,Xi-Tiger boss fight,18720,,,Stage,analyzed
sub_1219E,Xi-Tiger boss fight,18720,,,Stage,analyzed
sub_121DE,Xi-Tiger boss fight,18720,,,Stage,analyzed
sub_121F0,Xi-Tiger boss fight,18720,,,Stage,analyzed
sub_3D814,Xi-Tiger boss fight,18720,,,Boss,analyzed
sub_3D8B2,Xi-Tiger boss fight,18720,,,Boss,analyzed
sub_3D8CE,Xi-Tiger boss fight,18720,,,Boss,analyzed
sub_3DA3E,Xi-Tiger boss fight,18720,,,Boss,analyzed
sub_3E050,Xi-Tiger boss fight,18720,,,Boss,analyzed
sub_3E076,Xi-Tiger boss fight,18720,,,Boss,analyzed
sub_3E0F6,Xi-Tiger boss fight,18720,,,Boss,analyzed
sub_3E134,Xi-Tiger boss fight,18720,,,Boss,analyzed
sub_3E18C,Xi-Tiger boss fight,18720,,,Boss,analyzed
sub_3E21C,Xi-Tiger boss fight,18720,,,Boss,analyzed
sub_3E3B0,Xi-Tiger boss fight,18720,,,Boss,analyzed
sub_3E3C6,Xi-Tiger boss fight,18720,,,Boss,analyzed
sub_19D42,Xi-Tiger boss fight,18900,,,Player,analyzed
sub_3DA72,Xi-Tiger boss fight,19080,,,Boss,analyzed
sub_3DA94,Xi-Tiger boss fight,19080,,,Boss,analyzed
sub_3DEBA,Xi-Tiger boss fight,19440,,,Boss,analyzed
sub_3DF12,Xi-Tiger boss fight,19440,,,Boss,analyzed
sub_3DF7C,Xi-Tiger boss fight,19440,,,Boss,analyzed
sub_3E1C0,Xi-Tiger boss fight,19440,,,Boss,analyzed
sub_3DFD2,Xi-Tiger boss fight,19620,,,Boss,analyzed
sub_3E014,Xi-Tiger boss fight,19620,,,Boss,analyzed
sub_3E02E,Xi-Tiger boss fight,19620,,,Boss,analyzed
sub_D594,Xi-Tiger boss fight,19800,,,Stage,analyzed
sub_3E042,Xi-Tiger boss fight,19800,,,Boss,analyzed
sub_1782,Stage 10,20340,,,VBlank,analyzed
sub_D90E,Stage 10,20340,,,Stage,analyzed
sub_D9D2,Stage 10,20340,,,Stage,analyzed
sub_D9DC,Stage 10,20340,,,Stage,analyzed
sub_DE2E,Stage 10,20340,,,Stage,analyzed
sub_102EC,Stage 10,20340,,,Scroll,analyzed
sub_11938,Stage 10,20340,,,Stage,analyzed
sub_11FBE,Stage 10,20340,,,Stage,analyzed
sub_1458A,Stage 10,20340,,,Collision,analyzed
sub_2DAB0,Stage 10,20340,,,Enemy,analyzed
sub_2DBDA,Stage 10,20340,,,Enemy,analyzed
sub_2DE70,Stage 10,20340,,,Enemy,analyzed
sub_2DF7E,Stage 10,20340,,,Enemy,analyzed
sub_2DF8E,Stage 10,20340,,,Enemy,analyzed
sub_2E6C2,Stage 10,20340,,,Enemy,analyzed
sub_2E6E2,Stage 10,20340,,,Enemy,analyzed
sub_2E6EE,Stage 10,20340,,,Enemy,analyzed
sub_2E770,Stage 10,20340,,,Enemy,analyzed
sub_2E7CC,Stage 10,20340,,,Enemy,analyzed
sub_2E806,Stage 10,20340,,,Enemy,analyzed
sub_2E81C,Stage 10,20340,,,Enemy,analyzed
sub_2F504,Stage 10,20340,,,Enemy,analyzed
sub_2F516,Stage 10,20340,,,Enemy,analyzed
sub_2F580,Stage 10,20340,,,Enemy,analyzed
sub_14B5A,Stage 10,20520,,,Physics,analyzed
sub_14D08,Stage 10,20520,,,Physics,analyzed
sub_14D50,Stage 10,20520,,,Physics,analyzed
sub_2CF70,Stage 10,20520,,,Enemy,analyzed
sub_2E048,Stage 10,20520,,,Enemy,analyzed
sub_2E09A,Stage 10,20520,,,Enemy,analyzed
sub_2E0BE,Stage 10,20520,,,Enemy,analyzed
sub_2E11E,Stage 10,20520,,,Enemy,analyzed
sub_2E13A,Stage 10,20520,,,Enemy,analyzed
sub_2E16E,Stage 10,20520,,,Enemy,analyzed
sub_2E1B0,Stage 10,20520,,,Enemy,analyzed
sub_2E1DA,Stage 10,20520,,,Enemy,analyzed
sub_2E1EC,Stage 10,20520,,,Enemy,analyzed
sub_2E242,Stage 10,20520,,,Enemy,analyzed
sub_2E282,Stage 10,20520,,,Enemy,analyzed
sub_2E73C,Stage 10,20520,,,Enemy,analyzed
sub_2E752,Stage 10,20520,,,Enemy,analyzed
sub_D9F2,Deep Strider boss,20700,,,Stage,analyzed
sub_14D54,Deep Strider boss,20700,,,Physics,analyzed
sub_2E85C,Deep Strider boss,20700,,,Enemy,analyzed
sub_2E8AA,Deep Strider boss,20700,,,Enemy,analyzed
sub_14D3E,Deep Strider boss,20880,,,Physics,analyzed
sub_2A804,Deep Strider boss,20880,,,Projectile,analyzed
sub_343DE,Deep Strider boss,20880,,,Sprite,analyzed
sub_3E582,Deep Strider boss,20880,,,Boss,analyzed
sub_3E5F4,Deep Strider boss,20880,,,Boss,analyzed
sub_3E5FC,Deep Strider boss,20880,,,Boss,analyzed
sub_3E60A,Deep Strider boss,20880,,,Boss,analyzed
sub_3E700,Deep Strider boss,20880,,,Boss,analyzed
sub_3EDAA,Deep Strider boss,20880,,,Boss,analyzed
sub_3EDFC,Deep Strider boss,20880,,,Boss,analyzed
sub_3EE1A,Deep Strider boss,20880,,,Boss,analyzed
